venue_db_id,venue_oa_id,name,users_selected,display_name,2yr_mean_citedness,works_count,cited_by_count,issn_l,first_topic,db_concept,jcr_jif,jcr_name
1660314,140378306,Evolutionary Applications,4,Evolutionary Applications,3.4881889763779528,1922.0,72698.0,1752-4571,"Biochemistry, Genetics and Molecular Biology",Biology,3.5,evolutionary applications
1667219,4306418406,Extending Database Technology,4,Extending Database Technology,0.36,653.0,2661.0,,Computer Science,Computer science,,
1658200,192660949,Feminist Studies,4,Feminist Studies,0.5642857142857143,2192.0,46461.0,0046-3663,Social Sciences,Sociology,0.5,feminist studies
1667735,46039370,Journal of Economic Geography,4,Journal of Economic Geography,3.5698924731182795,1085.0,87105.0,1468-2702,"Economics, Econometrics and Finance",Economics,3.1,journal of economic geography
1670156,2764634622,Journal of applied research in memory and cognition,4,Journal of Applied Research in Memory and Cognition,1.4953271028037385,968.0,16118.0,2211-3681,Neuroscience,Psychology,2.8,journal of applied research in memory and cognition
1663029,129194695,Advances in Health Sciences Education,4,Advances in Health Sciences Education,3.2429378531073447,1511.0,55198.0,1382-4996,Medicine,Medicine,3.0,advances in health sciences education
1654944,108239708,International Journal of Life Cycle Assessment,4,The International Journal of Life Cycle Assessment,4.9,3281.0,141870.0,0948-3349,Environmental Science,Economics,4.9,international journal of life cycle assessment
1677480,83253694,Field Methods,4,Field Methods,1.28125,630.0,44398.0,1525-822X,Social Sciences,Psychology,1.1,field methods
1698279,4306417953,Conference on Computer Aided Verification (CAV),4,Computer Aided Verification,0.0,59.0,475.0,,Engineering,Computer science,,
1662340,183721526,Prevention Science,4,Prevention Science,3.579505300353357,1627.0,76207.0,1389-4986,Psychology,Medicine,3.0,prevention science
1659633,203700963,Child & Family Social Work,4,Child & Family Social Work,1.6858638743455496,2030.0,43915.0,1356-7500,Social Sciences,Psychology,1.6,child & family social work
1648683,201921491,IEEE Transactions on Power Systems,4,IEEE Transactions on Power Systems,6.9475524475524475,12517.0,849369.0,0885-8950,Engineering,Computer science,6.5,ieee transactions on power systems
1660869,37813251,American Journal of Education,4,American Journal of Education,1.709090909090909,1784.0,41674.0,0195-6744,Social Sciences,Sociology,2.0,american journal of education
1665943,4210222104,Journal Of Experimental Zoology Part B: Molecular And Developmental Evolution,4,Journal of Experimental Zoology Part B Molecular and Developmental Evolution,1.3245033112582782,1237.0,26333.0,1552-5007,"Biochemistry, Genetics and Molecular Biology",Biology,1.8,journal of experimental zoology part b-molecular and developmental evolution
1647536,33892871,Chemical Engineering Science,4,Chemical Engineering Science,4.367088607594937,28700.0,1004743.0,0009-2509,Engineering,Physics,4.1,chemical engineering science
1655082,2492648963,Transactions of the ASABE,4,Transactions of the ASABE,1.441340782122905,3178.0,67500.0,2151-0032,Environmental Science,Biology,1.4,transactions of the asabe
1655502,11977755,French History,4,French History,0.2061068702290076,3054.0,8225.0,0269-1191,Arts and Humanities,History,0.3,french history
1667939,184416969,Algebra & Number Theory,4,Algebra & Number Theory,0.8170731707317073,1118.0,10543.0,1937-0652,Mathematics,Mathematics,0.9,algebra & number theory
1655170,105183386,Biochemistry and Molecular Biology Education,3,Biochemistry and Molecular Biology Education,1.291304347826087,3108.0,26995.0,1470-8175,"Biochemistry, Genetics and Molecular Biology",Biology,1.2,biochemistry and molecular biology education
1689081,2764408640,Journal of Biology Education,3,Journal of Biology Education,0.0,189.0,262.0,2252-6579,Social Sciences,Psychology,,
1683379,167996400,Journal of Topology and Analysis,3,Journal of Topology and Analysis,0.373134328358209,482.0,3138.0,1793-7167,Mathematics,Mathematics,0.5,journal of topology and analysis
1653297,147854436,Computational Mechanics,3,Computational Mechanics,4.070967741935484,4047.0,123200.0,0178-7675,Engineering,Mathematics,3.7,computational mechanics
1690869,2738228134,Comparative Migration Studies,3,Comparative Migration Studies,4.568807339449541,345.0,7012.0,2214-594X,Social Sciences,Political science,4.3,comparative migration studies
1664848,179605291,Language Teaching Research,3,Language Teaching Research,3.513793103448276,1382.0,46637.0,1362-1688,Arts and Humanities,Psychology,3.3,language teaching research
1647658,72851247,The Modern Language Journal,3,Modern Language Journal,3.0723684210526314,24045.0,405710.0,0026-7902,Arts and Humanities,Philosophy,4.7,modern language journal
1683457,86605427,Language and Cognition,3,Language and Cognition,1.0,483.0,6378.0,1866-9808,Psychology,Philosophy,1.1,language and cognition
1667378,44811269,Human Dimensions of Wildlife,3,Human Dimensions of Wildlife,1.6904761904761905,1119.0,24901.0,1087-1209,Environmental Science,Geography,1.7,human dimensions of wildlife
1685811,59069355,Annual Review of Law and Social Science,3,Annual Review of Law and Social Science,2.8181818181818183,419.0,16533.0,1550-3585,Social Sciences,Political science,2.4,annual review of law and social science
1694741,8087957,International Journal of Mobile Human Computer Interaction,3,International Journal of Mobile Human Computer Interaction,0.1428571428571428,286.0,1918.0,1942-390X,Computer Science,Computer science,0.2,international journal of mobile human computer interaction
1651703,26220619,Journal of Learning Disabilities,3,Journal of Learning Disabilities,2.857142857142857,5270.0,152189.0,0022-2194,Psychology,Psychology,2.4,journal of learning disabilities
1658706,89533336,Journal of Special Education,3,The Journal of Special Education,1.5714285714285714,2172.0,61799.0,0022-4669,Social Sciences,Psychology,1.4,journal of special education
1653221,4210218768,Journal of American Concrete Institute,3,ACI Journal Proceedings,0.0,4116.0,40192.0,0002-8061,Engineering,Engineering,,
1665533,151299380,Journal of Field Robotics,3,Journal of Field Robotics,3.842767295597484,1304.0,56597.0,1556-4959,Engineering,Computer science,4.2,journal of field robotics
1694635,4210209003,"Journal of race, ethnicity, and politics",3,The Journal of Race Ethnicity and Politics,0.5,302.0,1872.0,2056-6085,Social Sciences,Political science,,
1661105,112141509,Advanced Engineering Informatics,3,Advanced Engineering Informatics,9.286266924564798,1869.0,74109.0,1474-0346,Engineering,Computer science,8.0,advanced engineering informatics
1647109,13978405,The Medical Journal of Australia,3,The Medical Journal of Australia,1.5095541401273886,150468.0,596728.0,0025-729X,Health Professions,Medicine,6.7,medical journal of australia
1664691,975621743,Presence: Teleoperators & Virtual Environments,3,PRESENCE Virtual and Augmented Reality,0.9,1338.0,84352.0,1054-7460,Computer Science,Computer science,0.7,presence-virtual and augmented reality
1685338,2764885370,Strategic Finance,3,Strategic finance,0.0,293.0,378.0,1524-833X,"Business, Management and Accounting",Business,,
1647147,4210168594,Meeting abstracts,3,Meeting abstracts/Meeting abstracts (Electrochemical Society. CD-ROM),0.0499823175763291,86914.0,14130.0,1091-8213,Engineering,Materials science,,
1669469,127690848,Journal of Astronomy and Space Sciences,3,Journal of Astronomy and Space Sciences,1.0952380952380951,822.0,2224.0,2093-1409,Physics and Astronomy,Physics,0.6,journal of astronomy and space sciences
1667821,4306417578,ACM SIGPLAN Symposium on Principles and Practice of Parallel Programming,3,ACM SIGPLAN Symposium on Principles and Practice of Parallel Programming,3.4651162790697674,35.0,87.0,,Computer Science,Computer science,,
1653521,15194642,Greece & Rome,3,Greece and Rome,0.0416666666666666,3936.0,17183.0,0017-3835,Social Sciences,History,0.1,greece & rome
1685010,2764807039,Service science,3,Service Science,1.8775510204081631,446.0,7311.0,2164-3970,"Business, Management and Accounting",Business,1.9,service science
1654769,163999426,Journal of Roman Archaeology,3,Journal of Roman Archaeology,0.2236024844720497,3345.0,16140.0,1047-7594,Arts and Humanities,Art,0.7,journal of roman archaeology
1671561,152198285,Transactions of the American Philological Association,3,Transactions of the American Philological Association (1974-),0.0,849.0,18399.0,0360-5949,Social Sciences,Art,0.7,transactions of the american philological association
1650593,171282171,FEMS Microbiology Ecology,3,FEMS Microbiology Ecology,3.234567901234568,6816.0,314827.0,0168-6496,Environmental Science,Biology,3.5,fems microbiology ecology
1659987,148503350,Queueing Systems,3,Queueing Systems,0.7567567567567568,1915.0,44455.0,0257-0130,"Business, Management and Accounting",Computer science,0.7,queueing systems
1685514,130164084,Journal of Financial Reporting and Accounting,3,Journal of financial reporting & accounting,3.9161676646706582,456.0,7436.0,2042-5856,"Business, Management and Accounting",Economics,3.3,journal of financial reporting and accounting
1654626,165966931,Aging & Mental Health,3,Aging & Mental Health,3.049107142857143,3416.0,120352.0,1360-7863,Medicine,Psychology,2.8,aging & mental health
1647155,66441642,The American Journal of Gastroenterology,3,The American Journal of Gastroenterology,0.5103140041256017,73935.0,750034.0,0002-9270,Medicine,Medicine,8.0,american journal of gastroenterology
1647204,173695690,Astronomische Nachrichten,3,Astronomische Nachrichten,0.9840255591054312,55820.0,49116.0,0004-6337,Physics and Astronomy,Physics,1.1,astronomische nachrichten
1647194,50280174,Radiology,3,Radiology,6.9126637554585155,59848.0,2147987.0,0033-8419,Medicine,Medicine,12.1,radiology
1681751,3035517252,Applied Network Science,3,Applied Network Science,2.010928961748634,533.0,5858.0,2364-8228,Physics and Astronomy,Computer science,1.3,applied network science
1647218,149016011,Electronics Letters,3,Electronics Letters,0.834575260804769,52799.0,743465.0,0013-5194,Engineering,Engineering,0.7,electronics letters
1647191,4306418073,Conference on Lasers and Electro-Optics,3,Conference on Lasers and Electro-Optics,0.159321105940323,26708.0,11223.0,,Engineering,Physics,,
1647288,119212824,Journal of the Physical Society of Japan,3,Journal of the Physical Society of Japan,1.6524822695035462,43878.0,717126.0,0031-9015,Physics and Astronomy,Physics,1.5,journal of the physical society of japan
1647274,84339699,Thin Solid Films,3,Thin Solid Films,2.035928143712575,46264.0,1016204.0,0040-6090,Engineering,Materials science,2.0,thin solid films
1651089,94891645,Journal of Near Eastern Studies,3,Journal of Near Eastern Studies,0.1111111111111111,6044.0,22366.0,0022-2968,Arts and Humanities,History,0.6,journal of near eastern studies
1669388,2595849600,Frontiers in Astronomy and Space Sciences,3,Frontiers in Astronomy and Space Sciences,2.9002890173410405,1156.0,10078.0,2296-987X,Physics and Astronomy,Physics,2.6,frontiers in astronomy and space sciences
1679920,186998008,Atlantic Studies,3,Atlantic Studies,0.4512195121951219,555.0,2689.0,1478-8810,Social Sciences,History,0.3,atlantic studies-global currents
1647311,146636433,Acta Crystallographica Section E-structure Reports Online,3,Acta Crystallographica Section E Structure Reports Online,0.0,40355.0,82224.0,1600-5368,Chemistry,Chemistry,,
1647335,137865625,Surface Science,3,Surface Science,2.208053691275168,38846.0,1075705.0,0039-6028,Physics and Astronomy,Chemistry,2.1,surface science
1658078,206927758,Computer-aided Civil and Infrastructure Engineering,3,Computer-Aided Civil and Infrastructure Engineering,6.587719298245614,2377.0,72601.0,1093-9687,Engineering,Computer science,8.5,computer-aided civil and infrastructure engineering
1666319,55074384,B E Journal of Economic Analysis & Policy,3,The B E Journal of Economic Analysis & Policy,1.025974025974026,1172.0,18109.0,1935-1682,"Economics, Econometrics and Finance",Economics,1.1,b e journal of economic analysis & policy
1705311,4210231662,Computability,3,Computability,0.4285714285714285,167.0,774.0,2211-3568,Computer Science,Mathematics,0.3,computability-the journal of the association cie
1669084,2764861018,Transactions of the Charles S. Peirce Society: A Quarterly Journal in American Philosophy,3,Transactions of the Charles S Peirce Society,0.2142857142857142,935.0,2450.0,0009-1774,Arts and Humanities,Philosophy,0.2,transactions of the charles s peirce society
1661921,2764545133,Molecular metabolism,3,Molecular Metabolism,8.359342915811089,1701.0,66692.0,2212-8778,Medicine,Biology,7.0,molecular metabolism
1659280,87438066,Environmental Ethics,3,Environmental Ethics,0.3880597014925373,2065.0,23415.0,0163-4275,Social Sciences,Philosophy,1.1,environmental ethics
1659539,185930956,Contemporary Economic Policy,3,Contemporary Economic Policy,1.8105263157894735,2019.0,35079.0,1074-3529,"Economics, Econometrics and Finance",Economics,1.7,contemporary economic policy
1664064,4306421023,Tangible and Embedded Interaction,3,Tangible and Embedded Interaction,2.216494845360825,7.0,2.0,,Computer Science,Computer science,,
1665611,148368070,International Journal of Selection and Assessment,3,International Journal of Selection and Assessment,2.86,1270.0,38926.0,0965-075X,Psychology,Psychology,2.6,international journal of selection and assessment
1710646,4210215580,Journal of civil engineering education,3,Journal of Civil Engineering Education,1.6304347826086956,82.0,524.0,2643-9107,Engineering,Psychology,1.2,journal of civil engineering education
1652224,133363738,IEEE Transactions on Control Systems and Technology,3,IEEE Transactions on Control Systems Technology,5.56425702811245,4971.0,250365.0,1063-6536,Engineering,Computer science,4.9,ieee transactions on control systems technology
1653186,150866770,Monumenta Nipponica,3,Monumenta Nipponica,0.031578947368421,4103.0,33903.0,0027-0741,Social Sciences,History,0.0,monumenta nipponica
1675309,76367647,Social Work in Mental Health,3,Social Work in Mental Health,1.03,725.0,6759.0,1533-2985,Psychology,Psychology,1.1,social work in mental health
1674901,4306419777,International Conference on Program Comprehension,3,International Conference on Program Comprehension,2.8222222222222224,89.0,214.0,,Computer Science,Computer science,,
